m1_source m2_source chi_1 cos_tilt_1 chi_2 cos_tilt_2 m_tot_source m_chirp_source q chi_eff lambda_1 lambda_2 ra dec D_L cos_theta_jn
1.7001 1.6183 0.0276 0.4773 0.0252 0.3653 3.3185 1.4439 0.9519 0.0112 687.6283 1995.8295 4.5356 -0.1138 134.5254 0.7346
1.7769 1.4835 0.0451 0.6648 0.0139 0.5513 3.2604 1.4123 0.8349 0.0198 399.4115 934.4397 4.0267 0.5356 243.3842 0.9984
1.6867 1.6061 0.0195 0.1788 0.0388 0.7651 3.2928 1.4328 0.9523 0.0163 764.2416 11.1813 4.3659 0.2612 172.3458 0.7190
1.7064 1.6023 0.0240 0.5856 0.0282 -0.0225 3.3087 1.4393 0.9390 0.0069 99.1805 385.0387 1.1599 -0.5491 149.6278 0.6532
1.8546 1.4330 0.0413 0.2077 0.0458 0.9441 3.2876 1.4169 0.7726 0.0237 61.0266 701.6441 4.4443 0.6419 227.0802 -0.9499
1.7643 1.5728 0.0086 0.8378 0.0299 0.4658 3.3371 1.4497 0.8915 0.0104 449.0025 119.2785 1.4154 0.2100 115.5888 0.5143
1.7783 1.4840 0.0133 -0.5023 0.0380 0.7050 3.2623 1.4131 0.8345 0.0085 264.2419 486.7294 4.1369 0.4187 239.6036 0.9401
1.6769 1.5988 0.0220 0.8379 0.0065 0.3322 3.2757 1.4253 0.9534 0.0105 1883.8230 2963.5934 0.5881 -0.3649 196.7459 -0.8419
1.7222 1.5791 0.0311 0.8608 0.0164 0.3316 3.3013 1.4354 0.9169 0.0166 726.7596 131.8737 4.5020 0.2507 163.4176 -0.7477
1.8622 1.4608 0.0156 0.6654 0.0226 0.5763 3.3230 1.4337 0.7844 0.0116 62.1095 549.7471 0.8288 -0.6553 168.1754 0.8246
1.6730 1.6531 0.0191 -0.5615 0.0474 0.9747 3.3261 1.4477 0.9881 0.0176 764.5636 682.4421 1.7465 0.5868 122.4415 0.9522
1.7182 1.5639 0.0397 0.7979 0.0079 -0.2519 3.2821 1.4267 0.9102 0.0156 437.0160 326.0848 1.3427 -0.4475 193.1287 -0.9031
1.7570 1.5977 0.0215 0.7545 0.0177 0.6650 3.3547 1.4583 0.9094 0.0141 172.8762 694.7073 4.0937 0.7171 88.4600 -0.1071
1.8844 1.4557 0.0265 0.4882 0.0159 0.8419 3.3400 1.4394 0.7725 0.0131 316.8796 232.2804 0.4838 -0.3128 148.9029 0.6997
1.8908 1.4784 0.0437 0.3586 0.0445 0.1897 3.3692 1.4533 0.7819 0.0125 40.8929 76.3471 4.1404 -0.1373 103.5660 -0.4334
1.7708 1.5336 0.0444 0.9134 0.0388 -0.2464 3.3045 1.4339 0.8660 0.0173 971.5024 2264.7344 3.5072 0.6783 167.6157 -0.9706
1.8128 1.4996 0.0237 0.5900 0.0188 0.9298 3.3125 1.4341 0.8272 0.0156 350.9522 39.9931 1.5867 0.0595 167.7811 -0.8152
1.9710 1.3854 0.0273 0.3098 0.0349 0.4804 3.3564 1.4341 0.7029 0.0119 214.0826 250.5055 3.8204 0.5826 165.8772 0.8352
1.6773 1.6443 0.0148 -0.7706 0.0102 0.9855 3.3216 1.4457 0.9803 -0.0008 489.6484 206.0655 4.3036 1.0439 127.5011 0.5481
1.7926 1.4963 0.0311 0.8222 0.0227 -0.0805 3.2889 1.4246 0.8347 0.0131 172.5949 371.6157 1.1150 -0.5452 199.8198 0.8769
1.7233 1.5681 0.0245 0.6175 0.0253 0.6370 3.2915 1.4308 0.9099 0.0156 473.3401 412.1651 0.9245 -0.6638 178.8169 0.8070
1.7365 1.5693 0.0240 0.9378 0.0434 -0.0672 3.3059 1.4368 0.9037 0.0105 562.9597 2298.4071 3.4297 0.6506 158.2890 0.9873
1.8247 1.4573 0.0220 0.8900 0.0048 0.4328 3.2821 1.4178 0.7987 0.0118 123.8287 281.3918 1.5627 -0.1625 223.2738 0.9336
1.7017 1.6169 0.0354 0.1988 0.0166 0.3318 3.3185 1.4439 0.9502 0.0063 816.3699 22.0732 0.1790 -1.2899 134.2706 0.8900
1.7077 1.6129 0.0032 0.3971 0.0134 0.3044 3.3206 1.4447 0.9445 0.0026 240.3366 228.3487 4.6497 -0.3472 131.3130 -0.7916
1.7066 1.5858 0.0102 0.4328 0.0484 0.4641 3.2924 1.4319 0.9292 0.0131 168.0108 314.8573 3.6873 0.8486 175.0611 0.9811
1.7291 1.5260 0.0225 0.8254 0.0038 0.4367 3.2551 1.4135 0.8825 0.0106 455.8683 392.4877 1.1507 -0.5111 238.6192 0.9240
1.7891 1.5219 0.0277 0.6173 0.0213 -0.7529 3.3110 1.4356 0.8506 0.0019 1456.1441 692.5298 4.4234 -0.2394 161.2731 0.8703
1.8861 1.4738 0.0417 0.3533 0.0338 0.5023 3.3599 1.4492 0.7814 0.0157 509.3394 216.7133 0.1406 -0.5945 116.9750 -0.8436
1.7260 1.5729 0.0307 0.9861 0.0046 -0.4941 3.2989 1.4341 0.9113 0.0148 479.1463 581.4272 4.5481 0.0297 167.5719 -0.8875
1.6955 1.5988 0.0354 0.4957 0.0158 0.4753 3.2944 1.4332 0.9430 0.0127 51.3076 490.3757 1.3138 -0.7734 170.6207 -0.6421
1.7155 1.6357 0.0136 -0.9931 0.0368 0.9022 3.3512 1.4582 0.9535 0.0093 161.1707 560.7061 4.3524 -0.3721 88.2402 0.4348
1.8386 1.4878 0.0359 0.2107 0.0440 0.6008 3.3264 1.4382 0.8092 0.0160 141.0833 2120.5357 4.1016 0.6057 153.3571 -0.5177
1.7512 1.5617 0.0214 0.3354 0.0470 0.7638 3.3129 1.4392 0.8918 0.0207 629.6839 25.3632 1.8611 -0.7161 151.5062 0.6953
1.7413 1.6072 0.0330 0.5708 0.0431 -0.4679 3.3484 1.4561 0.9230 0.0001 50.7757 307.6709 1.0848 0.1857 93.6259 -0.3650
1.9027 1.4402 0.0495 0.4261 0.0324 0.8436 3.3430 1.4383 0.7569 0.0238 612.5296 32.9384 4.1397 0.7424 153.2065 -0.7767
1.7772 1.5425 0.0286 0.3756 0.0163 0.7660 3.3197 1.4406 0.8679 0.0115 173.8667 727.2818 1.2593 -0.5029 145.2199 -0.5086
1.7830 1.5030 0.0079 0.5720 0.0061 -0.6702 3.2860 1.4241 0.8430 0.0006 18.7349 341.0301 1.3697 -0.2177 200.2223 0.8564
1.7940 1.5154 0.0198 -0.7438 0.0397 0.4409 3.3095 1.4344 0.8447 0.0000 40.3977 2380.3244 0.1554 -0.5314 164.9563 -0.9001
1.6849 1.6474 0.0084 -0.3590 0.0050 0.9172 3.3324 1.4504 0.9777 0.0007 408.4275 74.8138 1.2682 -0.3479 112.6937 0.2642
1.7385 1.5561 0.0158 -0.8026 0.0424 0.9716 3.2946 1.4314 0.8951 0.0128 182.6304 409.5410 0.4467 -0.5641 176.8266 0.8417
1.8679 1.4434 0.0243 0.6236 0.0306 0.8539 3.3113 1.4271 0.7727 0.0199 124.7375 223.5586 4.4007 0.5522 191.2803 -0.8793
1.8512 1.5116 0.0284 0.7724 0.0155 0.9214 3.3628 1.4548 0.8166 0.0185 359.6914 184.3119 1.3106 -1.2221 99.7577 0.4560
1.6690 1.6387 0.0219 0.9849 0.0050 0.4647 3.3077 1.4397 0.9818 0.0121 430.5211 2385.8995 0.3582 -0.2280 148.2433 0.7040
1.6975 1.6381 0.0497 0.6785 0.0084 -0.6403 3.3356 1.4516 0.9650 0.0145 322.7028 222.2110 4.4615 -0.3064 109.7193 0.6756
1.6944 1.5803 0.0100 -0.2048 0.0150 -0.2246 3.2747 1.4243 0.9326 -0.0027 75.7069 414.2573 1.3399 -0.3383 199.5982 0.9008
1.7130 1.5582 0.0324 0.2675 0.0390 0.2396 3.2712 1.4220 0.9097 0.0090 15.5314 589.5405 3.8614 0.6773 208.9220 0.9905
1.8000 1.5676 0.0020 -0.1025 0.0310 0.1001 3.3677 1.4617 0.8709 0.0013 58.2586 773.2384 3.4402 0.5584 76.5199 -0.4210
1.7115 1.6644 0.0006 0.9621 0.0039 -0.4406 3.3760 1.4693 0.9725 -0.0006 71.2541 44.5901 4.2048 -0.5000 52.7517 0.0740
1.6800 1.6116 0.0076 -0.9153 0.0432 0.7544 3.2916 1.4324 0.9592 0.0124 492.7966 105.0526 1.6106 -1.0609 173.4052 0.9286
1.8711 1.4581 0.0361 0.7295 0.0245 -0.6659 3.3292 1.4357 0.7793 0.0077 49.4729 85.1945 1.0433 -1.2540 160.9455 0.8031
1.7380 1.5748 0.0279 0.1637 0.0356 0.7990 3.3128 1.4399 0.9061 0.0159 1549.0225 599.2053 1.4234 0.0087 148.5749 0.6653
1.7469 1.5230 0.0181 0.5784 0.0283 0.9975 3.2700 1.4193 0.8718 0.0188 852.3319 212.2857 1.3156 -0.2738 218.5214 0.9082
1.6651 1.6391 0.0232 0.9466 0.0269 0.6969 3.3041 1.4381 0.9844 0.0204 351.1100 2062.6378 1.2126 -0.4548 154.4027 0.7154
1.6629 1.6585 0.0265 0.7321 0.0166 -0.4275 3.3214 1.4457 0.9974 0.0062 1320.3870 1.6525 2.1870 1.2482 127.9715 -0.9254
1.8389 1.4762 0.0055 -0.0246 0.0266 0.7664 3.3151 1.4326 0.8028 0.0090 189.8539 127.2201 1.3217 -0.0663 171.9388 0.8618
1.6462 1.6362 0.0403 0.5871 0.0345 -0.0320 3.2824 1.4288 0.9939 0.0113 260.0269 212.4729 3.8908 0.6255 185.6296 0.9228
1.6613 1.6122 0.0146 0.8861 0.0101 0.3230 3.2734 1.4247 0.9704 0.0082 157.7926 492.3442 3.7445 0.8490 199.2242 0.9169
1.8081 1.5165 0.0327 0.9539 0.0000 0.0011 3.3246 1.4404 0.8387 0.0170 1388.9431 801.7558 1.3135 -0.3396 146.2579 0.6373
1.7148 1.6198 0.0390 -0.0164 0.0158 0.0986 3.3345 1.4507 0.9446 0.0004 1729.9011 29.2245 2.0624 0.6328 111.2352 -0.9679
1.9105 1.4278 0.0100 0.9926 0.0102 0.8612 3.3383 1.4348 0.7474 0.0094 8.0840 336.0967 1.3669 0.0805 164.0055 0.9586
1.8170 1.4949 0.0008 0.7237 0.0391 0.9011 3.3118 1.4334 0.8227 0.0162 328.2492 185.1500 1.6585 0.1838 170.0401 0.9225
1.7308 1.5896 0.0081 0.1434 0.0153 -0.1223 3.3204 1.4437 0.9184 -0.0003 673.9437 710.6620 3.8388 0.6309 134.5336 -0.3977
1.6953 1.6123 0.0016 -0.3193 0.0374 -0.1329 3.3075 1.4391 0.9511 -0.0027 175.2722 178.5140 0.8439 -0.6466 149.4206 0.6641
1.7985 1.5189 0.0375 0.7908 0.0091 -0.1469 3.3174 1.4378 0.8445 0.0155 8.1422 831.0993 1.3538 -0.2729 154.9645 0.7439
1.7289 1.6239 0.0059 -0.0146 0.0209 0.6817 3.3528 1.4585 0.9393 0.0068 60.6895 576.5308 4.1942 0.7957 87.1926 -0.3917
1.6963 1.6832 0.0233 -0.0489 0.0493 0.7907 3.3795 1.4710 0.9923 0.0189 473.1253 560.1465 3.7064 -0.3153 49.0526 -0.1672
1.7067 1.5911 0.0043 0.4723 0.0326 0.2906 3.2979 1.4344 0.9323 0.0056 439.4820 31.6560 4.3429 1.0113 165.8030 0.8367
1.8522 1.5009 0.0367 0.6013 0.0159 -0.2308 3.3531 1.4499 0.8104 0.0106 71.2417 587.7772 4.1044 0.6388 114.7293 -0.4504
1.7589 1.5494 0.0073 0.9361 0.0264 0.1142 3.3084 1.4366 0.8809 0.0051 305.0405 438.1554 4.1697 0.5842 158.0326 -0.6089
1.6566 1.5887 0.0188 0.0982 0.0092 0.8157 3.2454 1.4122 0.9590 0.0046 203.9858 59.2907 4.0793 0.5245 242.2478 0.9952
1.6901 1.5941 0.0447 -0.1847 0.0081 -0.1217 3.2842 1.4288 0.9432 -0.0047 340.5325 234.2965 1.3972 0.0184 183.9083 0.9333
1.8703 1.4818 0.0326 -0.1506 0.0334 0.9375 3.3520 1.4473 0.7923 0.0111 10.6018 553.5015 4.5575 -0.0220 122.7165 -0.5853
1.7116 1.5669 0.0340 0.6735 0.0282 0.7425 3.2785 1.4254 0.9155 0.0220 272.8174 57.9397 4.2686 0.3645 198.0923 0.8727
1.7047 1.5639 0.0333 -0.3742 0.0453 0.2623 3.2686 1.4211 0.9174 -0.0008 34.0419 195.6044 4.2525 0.3756 210.7750 0.8918
1.6711 1.6005 0.0313 0.0916 0.0233 0.7719 3.2716 1.4236 0.9577 0.0103 62.4951 565.8020 4.4567 0.0677 203.1910 0.8858
1.6544 1.6212 0.0398 0.0020 0.0422 0.5816 3.2756 1.4257 0.9799 0.0122 159.4773 321.0276 3.9778 0.5405 196.2567 0.9714
1.6998 1.6443 0.0451 0.4823 0.0020 -0.7257 3.3441 1.4554 0.9673 0.0103 673.1731 160.1173 4.3858 0.0831 97.6849 0.2740
2.0218 1.3790 0.0359 0.9950 0.0494 0.4840 3.4008 1.4483 0.6821 0.0309 31.0058 834.6023 3.3205 0.5439 120.2539 -0.7818
1.7295 1.5973 0.0258 0.3690 0.0207 0.2012 3.3268 1.4467 0.9235 0.0070 100.0408 143.4716 4.4515 0.4671 125.0389 -0.1860
1.7984 1.5510 0.0092 0.2447 0.0163 -0.1168 3.3494 1.4531 0.8624 0.0003 160.5568 17.6847 3.6724 0.6650 103.8999 0.3925
1.7333 1.6127 0.0266 0.7423 0.0163 0.6302 3.3460 1.4553 0.9304 0.0152 382.7672 1823.2122 0.5020 -0.9914 97.5795 -0.5401
1.7270 1.5814 0.0412 0.9793 0.0258 -0.8381 3.3085 1.4384 0.9157 0.0107 55.5648 769.2709 0.8323 -0.6100 152.4222 0.6512
1.8367 1.4772 0.0480 0.9879 0.0309 -0.1852 3.3139 1.4322 0.8042 0.0237 684.5721 1868.8864 4.0103 0.8804 173.7949 0.7917
1.9160 1.4336 0.0300 0.7044 0.0256 -0.5515 3.3496 1.4398 0.7482 0.0060 172.7988 68.5298 4.0953 0.4834 146.5946 0.4072
1.6602 1.6574 0.0281 0.6255 0.0121 -0.7932 3.3176 1.4440 0.9983 0.0040 388.8290 35.6381 3.5478 0.5889 134.0019 0.7885
1.6989 1.5706 0.0188 0.8631 0.0483 -0.1050 3.2695 1.4218 0.9245 0.0060 1128.4342 14.8042 4.3812 0.2819 209.4543 0.7410
1.8634 1.4810 0.0009 -0.4748 0.0037 -0.1521 3.3443 1.4443 0.7948 -0.0005 66.3278 566.1838 0.9500 -1.1827 131.6410 -0.5834
1.7096 1.6131 0.0234 -0.6044 0.0306 0.2375 3.3227 1.4455 0.9435 -0.0038 87.6762 625.4424 1.1975 -1.2707 127.9126 0.7895
1.7915 1.5125 0.0336 0.9243 0.0089 0.6133 3.3039 1.4320 0.8443 0.0193 432.9348 232.7189 3.9831 0.9253 174.9208 0.8322
1.7736 1.5503 0.0357 -0.7796 0.0491 0.7394 3.3239 1.4429 0.8741 0.0021 154.0293 175.9720 4.4502 -0.3398 136.8279 0.8383
1.6598 1.6553 0.0438 0.1226 0.0024 -0.6083 3.3151 1.4430 0.9973 0.0020 216.2630 935.8749 3.9446 0.7241 136.7169 -0.6764
1.7539 1.5489 0.0389 0.4874 0.0224 0.7438 3.3027 1.4343 0.8831 0.0179 630.8691 2103.5642 3.9106 1.1628 167.3134 0.8702
1.7059 1.6121 0.0339 0.3222 0.0140 0.0431 3.3180 1.4436 0.9450 0.0059 7.2018 15.5322 0.5381 -0.9683 135.9369 -0.7459
1.6678 1.6569 0.0470 -0.1487 0.0215 0.1976 3.3246 1.4471 0.9934 -0.0014 225.3250 1822.9256 4.0317 0.6342 122.9249 0.5054
1.7601 1.5273 0.0433 0.8002 0.0072 0.0138 3.2875 1.4266 0.8677 0.0186 124.9562 525.5531 1.0330 0.0034 193.6638 -0.8909
1.6565 1.6307 0.0352 -0.3301 0.0091 0.7054 3.2872 1.4308 0.9844 -0.0027 31.4040 82.0814 4.3977 0.1507 177.4997 0.8102
1.7636 1.5142 0.0263 -0.6518 0.0434 0.9091 3.2779 1.4218 0.8586 0.0090 382.8529 888.4876 1.2947 -0.1506 208.8693 0.8923
1.8367 1.4697 0.0259 0.8269 0.0292 0.6262 3.3064 1.4285 0.8002 0.0200 1334.3028 1693.8362 3.8971 0.8925 186.2779 0.7599
1.7753 1.5353 0.0352 0.9513 0.0297 0.0944 3.3106 1.4365 0.8648 0.0193 249.1350 837.5453 1.7285 -0.9646 159.5166 0.9089
1.7555 1.5608 0.0338 0.5306 0.0423 0.2814 3.3164 1.4406 0.8891 0.0151 1331.5456 1629.7797 4.7158 -0.3316 145.5838 0.8224
1.7743 1.5574 0.0278 0.4276 0.0004 0.9055 3.3317 1.4465 0.8777 0.0065 50.9732 228.7944 3.3278 0.8004 125.7394 0.6925
1.7009 1.5863 0.0438 0.3494 0.0424 -0.1028 3.2872 1.4298 0.9326 0.0058 206.9441 241.0803 4.3866 0.5234 181.4611 -0.7462
1.6913 1.6298 0.0063 -0.6213 0.0163 0.9479 3.3211 1.4453 0.9637 0.0056 521.1814 4.9017 0.5993 -0.8300 129.6170 -0.6789
1.8098 1.4816 0.0243 0.9641 0.0028 0.4564 3.2914 1.4241 0.8187 0.0134 173.0696 746.9567 1.1646 -0.5036 201.3441 0.8533
1.7028 1.6229 0.0023 0.9395 0.0111 -0.6555 3.3257 1.4471 0.9531 -0.0025 166.1204 167.9933 1.3628 -0.2498 122.7335 0.5239
1.7409 1.5642 0.0226 -0.9561 0.0487 0.8589 3.3051 1.4361 0.8985 0.0084 127.3587 9.0488 1.2369 -1.2687 160.1216 0.9254
1.7287 1.6059 0.0256 0.7981 0.0136 -0.3671 3.3347 1.4503 0.9289 0.0082 127.3142 446.8722 3.9885 0.5534 113.3446 0.5826
1.8170 1.4630 0.0456 0.0029 0.0479 0.2888 3.2801 1.4177 0.8052 0.0062 59.6670 9.7328 1.3800 -0.3519 222.7682 -0.8910
1.6648 1.6212 0.0212 0.4469 0.0283 0.4143 3.2860 1.4301 0.9738 0.0106 59.7780 496.7412 4.3512 0.1457 180.8140 0.8334
1.7246 1.6046 0.0305 0.4695 0.0214 0.9558 3.3292 1.4480 0.9304 0.0173 390.1243 157.9670 4.9109 -0.1941 121.9213 -0.9443
1.7853 1.5436 0.0314 -0.0427 0.0093 0.9456 3.3289 1.4444 0.8646 0.0033 37.5742 1997.8070 1.0575 -0.4762 131.7065 0.5310
1.6399 1.6318 0.0273 0.4394 0.0361 -0.0393 3.2717 1.4241 0.9950 0.0053 365.8315 123.6895 4.3397 0.4083 201.6403 0.9936
1.6799 1.6125 0.0399 0.9506 0.0243 -0.4158 3.2924 1.4328 0.9599 0.0144 428.7106 303.0175 1.0372 -1.2674 172.2373 0.8350
1.7117 1.5909 0.0129 -0.5672 0.0311 0.9824 3.3026 1.4364 0.9295 0.0109 80.3477 442.8710 0.3518 -0.8446 159.5617 -0.8432
1.7012 1.6525 0.0124 0.5623 0.0007 0.0558 3.3537 1.4596 0.9714 0.0036 197.8792 0.9391 1.1546 -0.8443 83.6427 -0.3243
1.6475 1.6398 0.0207 0.8845 0.0140 0.8112 3.2873 1.4309 0.9953 0.0148 200.4996 1415.6833 3.9368 0.9808 178.5832 0.8670
1.8457 1.5066 0.0419 0.8758 0.0246 0.0921 3.3523 1.4502 0.8162 0.0212 1117.2556 69.7854 0.7127 -1.2339 114.4357 -0.6233
1.7606 1.5682 0.0222 0.1596 0.0382 0.9918 3.3288 1.4461 0.8908 0.0197 906.0207 6.2804 3.3252 0.8812 128.1119 0.8527
1.7858 1.4946 0.0112 0.5789 0.0289 -0.2416 3.2804 1.4211 0.8370 0.0004 196.1420 193.1435 1.1951 -0.4714 210.4795 0.9003
1.7331 1.5733 0.0055 -0.6688 0.0052 -0.1225 3.3064 1.4372 0.9078 -0.0023 6.0101 350.1233 0.6475 -0.2816 156.2142 -0.6990
1.7694 1.5316 0.0355 0.7918 0.0028 -0.8955 3.3011 1.4324 0.8656 0.0139 157.1903 975.0963 0.9133 -0.1347 172.7800 -0.8391
1.7589 1.5872 0.0130 0.8848 0.0218 0.4578 3.3462 1.4542 0.9024 0.0108 158.2112 2758.9321 0.4087 -1.0285 100.6770 -0.6273
1.8292 1.5399 0.0366 0.2112 0.0196 0.2224 3.3691 1.4600 0.8419 0.0062 64.9812 31.9960 4.3325 -0.3415 82.0615 0.5535
1.7974 1.5627 0.0495 0.5503 0.0222 0.0525 3.3601 1.4583 0.8694 0.0151 164.4565 696.7719 0.9408 -0.8717 88.2689 -0.2026
1.6871 1.6259 0.0328 -0.2594 0.0346 0.0999 3.3130 1.4418 0.9637 -0.0026 69.0363 813.5072 0.1795 -0.1715 140.2660 0.9233
1.7276 1.5708 0.0189 -0.7533 0.0437 0.5712 3.2984 1.4338 0.9092 0.0045 236.2217 105.1362 3.6683 0.8182 167.7003 0.8566
1.8160 1.5210 0.0437 0.6415 0.0248 0.0290 3.3369 1.4457 0.8376 0.0156 1731.7348 299.1776 4.2259 0.5015 129.0238 0.5017
1.6937 1.6294 0.0311 0.7409 0.0456 0.4092 3.3231 1.4462 0.9620 0.0209 1640.1440 931.4210 0.6429 -0.3553 127.4859 -0.1787
1.7327 1.5640 0.0351 0.8511 0.0340 0.6483 3.2967 1.4327 0.9027 0.0262 60.2591 2257.8119 3.9211 0.5760 172.9995 0.7548
1.8177 1.5022 0.0014 0.9876 0.0367 0.4704 3.3199 1.4372 0.8264 0.0085 60.6601 410.1728 4.3753 0.2494 156.1459 0.5980
1.7735 1.5207 0.0139 0.4627 0.0479 0.5255 3.2942 1.4288 0.8575 0.0151 534.7647 2584.8167 1.1050 -0.8818 184.9808 -0.9048
1.9381 1.4053 0.0277 0.3021 0.0353 0.6575 3.3434 1.4330 0.7251 0.0146 136.3881 311.0768 4.5822 -0.0351 169.8332 -0.8840
1.8647 1.5292 0.0343 0.6481 0.0296 -0.6002 3.3939 1.4686 0.8201 0.0042 219.3811 635.4733 4.3214 -0.2622 54.8640 0.0645
1.8009 1.5036 0.0126 0.7524 0.0486 0.6859 3.3044 1.4313 0.8349 0.0203 123.6626 711.7664 0.6299 -0.3085 177.0790 -0.6251
1.6814 1.5886 0.0128 -0.6211 0.0336 0.2112 3.2700 1.4227 0.9448 -0.0006 153.6505 2400.1498 4.5764 0.0775 205.3548 -0.9818
2.0064 1.3441 0.0410 0.9447 0.0460 0.9569 3.3505 1.4239 0.6699 0.0409 279.2396 816.4972 0.8331 -1.1458 202.7600 -0.9116
1.7286 1.5902 0.0117 0.1107 0.0494 0.3729 3.3187 1.4430 0.9199 0.0095 458.6173 80.1767 3.3511 0.7934 137.7005 0.8235
1.7914 1.5244 0.0436 0.8191 0.0179 0.0450 3.3158 1.4377 0.8510 0.0197 2960.6231 183.5228 1.5023 -0.1014 155.2109 -0.7697
1.7100 1.6247 0.0009 -0.4153 0.0100 0.4296 3.3347 1.4509 0.9501 0.0019 473.3866 121.9796 3.6185 0.2951 110.8930 0.4024
1.7393 1.5513 0.0240 0.7855 0.0052 -0.1450 3.2906 1.4295 0.8919 0.0096 186.5947 110.2490 1.6911 -1.0507 183.1697 0.9649
1.6808 1.6175 0.0226 0.7653 0.0363 -0.5350 3.2984 1.4354 0.9623 -0.0007 187.1561 766.8345 1.1350 -0.8462 161.9268 -0.7856
1.8866 1.4352 0.0047 -0.2514 0.0429 0.8220 3.3217 1.4298 0.7607 0.0146 349.4437 407.9170 0.9502 -0.1745 181.0336 -0.8207
1.6557 1.6310 0.0020 0.7892 0.0081 0.5489 3.2868 1.4306 0.9851 0.0030 355.4558 177.3491 4.4253 -0.2417 178.5771 0.9352
1.6766 1.6450 0.0437 0.5594 0.0290 -0.2869 3.3216 1.4457 0.9811 0.0082 66.6379 848.7105 6.0559 -1.1802 128.3925 0.8433
1.6543 1.6521 0.0111 0.8985 0.0329 -0.1210 3.3063 1.4392 0.9987 0.0030 83.1761 287.6975 1.5699 -0.0001 149.6924 -0.8110
1.8364 1.5450 0.0259 0.6644 0.0465 0.8441 3.3813 1.4652 0.8413 0.0273 1044.6539 1972.8119 5.3402 1.4134 66.6887 -0.0444
1.6904 1.6363 0.0013 -0.9624 0.0309 -0.1025 3.3267 1.4478 0.9680 -0.0022 7.0417 404.2155 0.3679 -0.6517 120.7806 -0.6980
1.8791 1.4669 0.0373 0.1449 0.0281 0.7579 3.3459 1.4431 0.7806 0.0124 40.5918 426.0282 4.0115 0.9223 136.5759 -0.6984
1.7439 1.4870 0.0473 0.2354 0.0438 0.7599 3.2310 1.4010 0.8527 0.0213 32.7536 1377.5664 1.3037 -0.3819 284.0453 0.9873
1.6887 1.5954 0.0227 -0.0738 0.0159 0.8500 3.2841 1.4288 0.9447 0.0057 68.3822 1116.3572 0.7521 -1.0008 184.6519 -0.9217
1.8955 1.4481 0.0388 0.9886 0.0195 0.9500 3.3435 1.4397 0.7640 0.0298 128.1797 1761.3001 0.2015 -0.6386 149.1665 -0.9062
1.8138 1.4995 0.0292 0.9010 0.0001 -0.1245 3.3133 1.4344 0.8267 0.0144 231.2399 1055.4010 4.1656 0.9426 166.2110 0.8454
1.6598 1.6400 0.0453 0.3538 0.0341 0.7583 3.2998 1.4363 0.9881 0.0209 2194.2834 153.9501 4.2598 0.4169 160.3543 0.6860
1.6909 1.6384 0.0291 -0.7236 0.0473 0.2101 3.3293 1.4489 0.9690 -0.0058 51.4252 212.9876 4.8127 -0.2746 116.6412 -0.8723
1.6423 1.6413 0.0467 0.7897 0.0457 -0.7887 3.2836 1.4293 0.9994 0.0004 178.4446 74.7856 4.2956 0.2974 183.1999 0.9416
1.7781 1.5396 0.0434 0.5795 0.0155 0.2740 3.3176 1.4396 0.8659 0.0154 54.4107 363.1221 4.1469 0.7387 149.4240 -0.5208
1.6985 1.6296 0.0390 0.5695 0.0400 -0.0374 3.3281 1.4483 0.9594 0.0106 378.1720 1660.2490 1.3910 -0.2858 120.4306 0.0479
1.7592 1.5238 0.0105 -0.7342 0.0319 0.5987 3.2830 1.4246 0.8662 0.0047 702.5331 2089.8054 4.2995 0.4133 198.0244 0.6649
1.7872 1.5249 0.0217 0.0274 0.0056 -0.1078 3.3120 1.4362 0.8532 0.0000 13.0281 347.8314 3.6920 0.5850 158.9688 0.8144
1.8445 1.4975 0.0359 0.7772 0.0167 -0.1184 3.3420 1.4453 0.8119 0.0145 224.5496 353.1265 5.0048 -0.0512 130.2189 -0.9289
1.7601 1.5303 0.0460 0.4481 0.0095 0.9815 3.2903 1.4280 0.8695 0.0154 350.6270 2088.5361 1.1749 -0.4847 188.1887 0.8301
1.7012 1.5598 0.0002 -0.2667 0.0341 0.7209 3.2610 1.4178 0.9168 0.0117 875.2601 26.8789 4.6950 0.7962 223.2923 0.9452
1.6842 1.6659 0.0268 0.9104 0.0223 -0.4948 3.3501 1.4582 0.9892 0.0068 2152.7612 110.9329 1.6354 0.2793 87.9184 -0.2285
1.8425 1.5000 0.0417 0.2371 0.0483 -0.0912 3.3425 1.4457 0.8141 0.0035 208.3772 349.5197 4.2696 0.1143 127.3566 0.6689
1.7315 1.5897 0.0327 0.4987 0.0273 -0.0050 3.3212 1.4440 0.9181 0.0084 227.0641 372.0323 4.4690 0.7231 134.0188 0.5328
1.6986 1.5975 0.0440 0.1960 0.0485 -0.0464 3.2960 1.4339 0.9405 0.0033 484.0117 318.0292 3.8633 0.5587 167.3509 0.8465
1.7181 1.6514 0.0133 0.4885 0.0347 0.3648 3.3694 1.4663 0.9612 0.0095 731.5247 79.4048 5.1257 -0.2427 62.9216 0.4112
1.6790 1.6085 0.0269 -0.8057 0.0398 0.8399 3.2875 1.4306 0.9580 0.0053 39.7152 378.6152 4.2803 0.3640 179.0471 0.8496
1.6615 1.6214 0.0039 0.1367 0.0266 -0.1095 3.2829 1.4288 0.9758 -0.0012 552.2243 121.0480 0.4901 -1.1605 183.9574 -0.8523
