m1_source m2_source chi_1 cos_tilt_1 chi_2 cos_tilt_2 m_tot_source m_chirp_source q chi_eff lambda_1 lambda_2 ra dec D_L cos_theta_jn
1.8206 1.4911 0.0183 0.0103 0.0400 0.6073 3.3117 1.4329 0.8190 0.0110 401.7303 481.8713 1.2610 -0.3528 170.9353 0.8034
1.7066 1.6365 0.0005 -0.7305 0.0193 0.4693 3.3431 1.4548 0.9590 0.0042 1146.0462 237.6261 1.5651 -0.2069 98.3844 -0.2512
1.6620 1.6084 0.0271 0.3459 0.0170 0.0710 3.2703 1.4233 0.9677 0.0054 461.7698 12.6878 1.4089 -0.6183 203.9278 -0.9180
1.9065 1.4550 0.0414 0.5567 0.0176 0.4253 3.3615 1.4473 0.7632 0.0163 20.0820 435.9456 1.3469 -0.2649 123.6152 0.5749
1.6501 1.6291 0.0317 0.6048 0.0078 0.9499 3.2791 1.4273 0.9873 0.0133 510.4745 875.1239 0.7744 -0.7877 190.5080 -0.9709
1.7649 1.5870 0.0276 0.0274 0.0293 0.7978 3.3519 1.4565 0.8992 0.0115 475.4924 134.4703 4.0298 0.0219 93.5745 -0.2065
1.6763 1.6260 0.0079 0.7567 0.0082 0.0114 3.3023 1.4372 0.9700 0.0031 1192.6000 169.1506 3.3538 0.6073 156.0034 -0.9925
1.7596 1.5036 0.0071 -0.1772 0.0234 0.2577 3.2632 1.4151 0.8545 0.0021 247.2493 543.4313 4.3912 0.3467 231.6736 0.9899
1.8809 1.4706 0.0369 0.8386 0.0052 -0.8624 3.3515 1.4457 0.7818 0.0154 68.9052 443.2817 3.6809 0.0851 128.7062 -0.8649
1.8192 1.4745 0.0411 0.4750 0.0073 0.5984 3.2937 1.4242 0.8105 0.0127 55.5422 262.6529 1.6157 -0.6558 200.8045 -0.8806
1.7020 1.5950 0.0084 -0.6698 0.0460 0.8024 3.2971 1.4342 0.9371 0.0149 155.3744 528.2919 1.6112 -1.0018 167.1100 0.8307
1.6467 1.6457 0.0098 0.3760 0.0220 0.5306 3.2924 1.4331 0.9993 0.0077 28.8730 470.3843 3.9037 0.5892 170.5192 0.7865
1.7297 1.5736 0.0182 -0.2769 0.0320 0.3826 3.3033 1.4359 0.9098 0.0032 121.5236 231.6870 3.9294 0.6279 160.5914 0.7912
1.6863 1.6546 0.0295 -0.2791 0.0459 0.9038 3.3409 1.4541 0.9812 0.0164 24.1111 1221.4856 0.3103 -1.1067 101.5591 -0.6028
1.6680 1.6292 0.0461 0.7554 0.0134 -0.8809 3.2972 1.4351 0.9768 0.0118 842.8444 81.5188 1.1378 0.0926 163.8664 -0.7455
1.6656 1.6162 0.0001 0.0540 0.0258 0.1471 3.2817 1.4283 0.9703 0.0019 63.8452 1026.8563 1.1623 -1.0047 186.7503 0.7603
1.7223 1.5931 0.0148 0.6856 0.0003 -0.6216 3.3154 1.4418 0.9250 0.0052 628.8259 202.0059 1.3344 -0.0986 141.2361 0.6501
1.6893 1.6030 0.0300 0.6764 0.0107 0.3453 3.2923 1.4325 0.9489 0.0122 88.6534 733.2644 0.6085 -0.2802 173.2531 0.8521
1.8401 1.5388 0.0175 0.1984 0.0242 0.3264 3.3789 1.4637 0.8362 0.0055 17.0777 577.3627 0.2361 -0.7648 69.9799 -0.0064
1.6901 1.5753 0.0176 0.7787 0.0496 0.3634 3.2654 1.4203 0.9321 0.0158 2050.1818 556.9584 4.1566 0.9186 214.9661 0.9807
1.6591 1.6467 0.0005 0.9090 0.0288 0.3187 3.3057 1.4389 0.9925 0.0048 44.7966 588.5142 4.9378 0.1749 150.9667 0.7785
1.7361 1.5772 0.0327 0.5568 0.0384 0.8480 3.3133 1.4402 0.9085 0.0250 216.6572 1599.2002 3.7259 0.2595 148.1812 -0.7490
1.7258 1.5607 0.0336 0.8472 0.0060 -0.5220 3.2865 1.4284 0.9044 0.0134 476.8673 468.4173 3.4434 0.6471 186.7220 -0.9055
1.8108 1.5445 0.0207 0.8349 0.0455 0.7006 3.3552 1.4549 0.8529 0.0240 413.9298 468.6907 3.2923 0.5167 99.3527 -0.6020
1.6820 1.6482 0.0012 -0.6803 0.0043 -0.3119 3.3301 1.4494 0.9799 -0.0011 53.9432 392.8498 4.7991 -0.3122 115.6379 -0.8153
1.7647 1.5707 0.0264 0.3953 0.0236 0.9789 3.3354 1.4489 0.8901 0.0164 238.3645 822.6141 3.5662 0.9912 118.3976 0.6903
1.6582 1.5748 0.0275 0.4105 0.0242 0.7002 3.2330 1.4067 0.9497 0.0140 368.2703 453.4239 1.3040 -0.2943 263.7025 0.9771
1.7225 1.5678 0.0291 0.9637 0.0255 0.5715 3.2903 1.4303 0.9102 0.0216 500.0523 1954.6320 4.6811 0.7228 180.9872 0.8267
1.6748 1.5777 0.0364 -0.1180 0.0146 0.7026 3.2526 1.4150 0.9420 0.0028 744.7590 277.7230 1.1556 -0.5498 232.8586 0.9596
1.6643 1.6084 0.0392 0.9338 0.0337 -0.5261 3.2727 1.4243 0.9664 0.0099 261.2885 3778.9614 4.0520 0.5846 200.3960 0.9395
1.6562 1.6196 0.0362 0.8877 0.0093 -0.1834 3.2758 1.4258 0.9779 0.0154 338.9007 896.2529 4.3974 0.2275 196.1671 0.8591
1.6638 1.5963 0.0077 -0.5959 0.0088 0.2878 3.2601 1.4187 0.9595 -0.0011 668.8728 686.5104 3.7195 0.8113 219.2402 -0.9011
1.7028 1.6118 0.0011 0.5042 0.0401 -0.3430 3.3146 1.4421 0.9466 -0.0064 294.5605 22.1046 4.4519 -0.2143 138.9253 0.7232
1.6566 1.6244 0.0423 -0.4272 0.0299 0.5690 3.2809 1.4280 0.9806 -0.0007 263.7979 58.5455 4.3110 0.3672 187.1646 0.7637
1.9343 1.4260 0.0342 0.8183 0.0122 -0.0654 3.3603 1.4425 0.7372 0.0158 124.4957 99.8051 1.2661 -1.2518 138.6347 0.6250
1.6947 1.6515 0.0066 0.9192 0.0223 0.3926 3.3462 1.4564 0.9745 0.0074 240.0377 843.6179 4.1933 0.5388 93.9168 0.3875
1.6897 1.6495 0.0141 -0.5917 0.0200 0.7492 3.3392 1.4533 0.9762 0.0032 397.9495 376.0270 4.4508 0.0018 102.8102 0.4364
1.7075 1.5478 0.0324 0.8810 0.0194 0.4125 3.2553 1.4149 0.9065 0.0188 753.8280 648.1132 3.9613 0.6647 234.0200 0.9635
1.6705 1.6463 0.0009 -0.4259 0.0234 0.6136 3.3169 1.4437 0.9855 0.0069 184.9836 391.9458 4.3111 0.2789 135.0117 0.4500
1.8056 1.4879 0.0178 0.4126 0.0377 0.7942 3.2935 1.4256 0.8240 0.0175 265.1304 222.9692 1.1357 -0.5643 196.6880 0.8463
1.8898 1.4631 0.0479 0.6349 0.0342 -0.4818 3.3529 1.4452 0.7742 0.0099 377.3385 769.3609 4.3789 -0.4327 129.3598 0.6864
1.9082 1.4439 0.0275 0.3219 0.0260 0.2331 3.3521 1.4422 0.7567 0.0076 121.9137 401.2127 3.4773 0.6222 138.9502 -0.8508
1.8026 1.4861 0.0027 -0.6049 0.0463 0.9502 3.2886 1.4235 0.8244 0.0190 470.5390 907.8989 1.2579 -0.3922 203.5375 0.8267
1.9099 1.4212 0.0286 0.9758 0.0270 0.8896 3.3311 1.4311 0.7441 0.0262 126.2847 458.5661 1.3328 -0.2839 178.1024 0.7982
1.8844 1.4381 0.0491 0.9147 0.0032 -0.1942 3.3225 1.4305 0.7632 0.0252 106.9390 767.7552 0.4144 -0.2570 179.8269 -0.9158
1.7328 1.5579 0.0407 0.7994 0.0302 0.6819 3.2907 1.4299 0.8991 0.0269 138.4380 260.4677 1.4823 0.0798 182.9355 0.8960
1.9090 1.4853 0.0498 0.6661 0.0354 0.5490 3.3944 1.4636 0.7780 0.0272 1614.8745 795.8848 4.0513 0.5470 71.4929 0.3327
1.6688 1.6271 0.0045 -0.3574 0.0419 0.8783 3.2959 1.4345 0.9750 0.0174 396.7476 840.2028 4.1277 0.4885 166.5598 0.7475
1.7010 1.6085 0.0014 0.9336 0.0467 0.5467 3.3095 1.4399 0.9456 0.0131 669.1584 638.4125 3.5893 -0.0280 148.1500 -0.8946
1.6707 1.6384 0.0037 0.8299 0.0062 0.8095 3.3091 1.4403 0.9806 0.0040 654.7336 52.5391 1.5897 -0.1640 146.0063 -0.5597
1.8457 1.4983 0.0341 0.6289 0.0115 0.3752 3.3440 1.4461 0.8118 0.0138 551.7699 1071.9246 1.4102 -0.1185 126.4234 0.5867
1.6781 1.6592 0.0333 0.4559 0.0304 -0.0722 3.3374 1.4526 0.9887 0.0065 857.6929 59.2177 3.2094 0.6990 105.8969 0.5683
1.7297 1.5899 0.0086 -0.4955 0.0113 0.4602 3.3195 1.4434 0.9192 0.0003 310.2726 162.8665 3.2461 0.4733 135.3198 -0.9297
1.6694 1.6165 0.0264 0.5442 0.0098 0.2247 3.2859 1.4300 0.9683 0.0084 28.6640 485.4490 4.4995 0.1541 181.2328 0.9163
1.7260 1.5687 0.0247 0.8803 0.0170 0.6028 3.2947 1.4321 0.9088 0.0163 1313.0735 935.4665 1.4503 -0.2626 174.2324 -0.7119
2.0201 1.3880 0.0495 0.6103 0.0220 0.8470 3.4081 1.4526 0.6871 0.0255 99.5566 692.7582 4.7666 -0.5227 105.7741 -0.7110
1.8888 1.4374 0.0320 0.8716 0.0062 0.9056 3.3262 1.4318 0.7610 0.0182 1096.1125 190.4891 1.5009 -0.1710 174.7449 -0.8603
1.6630 1.6094 0.0269 -0.1704 0.0284 0.2531 3.2725 1.4242 0.9678 0.0012 230.2004 335.7730 4.4383 0.1351 200.6884 0.9666
1.7099 1.5819 0.0060 -0.4733 0.0300 -0.7753 3.2918 1.4315 0.9251 -0.0126 118.0670 396.4189 1.3956 -0.0948 173.9166 0.8769
1.7130 1.5846 0.0288 0.5267 0.0192 0.8624 3.2977 1.4341 0.9251 0.0158 724.9063 1160.1328 1.7352 -0.9780 167.4426 0.7873
1.9072 1.4405 0.0035 0.6305 0.0342 0.8022 3.3477 1.4401 0.7553 0.0131 311.1094 246.7899 4.2006 0.6121 146.5974 -0.4357
1.6769 1.6718 0.0085 0.7225 0.0391 0.4953 3.3487 1.4576 0.9970 0.0128 554.9114 72.5705 4.9140 -0.5248 90.2370 -0.7262
1.7311 1.5906 0.0328 0.9769 0.0113 -0.8684 3.3217 1.4443 0.9188 0.0120 804.6822 91.4932 1.3544 0.2282 133.2415 0.7345
1.6445 1.6334 0.0408 0.2662 0.0313 0.6373 3.2779 1.4268 0.9933 0.0154 728.2304 75.2921 1.2678 -0.5728 192.6590 -0.7718
1.7813 1.5135 0.0186 0.8251 0.0082 -0.6256 3.2948 1.4285 0.8496 0.0059 553.6299 647.2138 4.1434 0.4708 185.4548 0.8292
1.6951 1.6274 0.0190 0.7913 0.0115 -0.4676 3.3225 1.4458 0.9601 0.0050 770.7506 550.2662 1.1350 -0.5823 127.8311 0.4185
1.7616 1.5237 0.0463 0.1574 0.0338 0.9994 3.2853 1.4255 0.8650 0.0196 1647.5316 836.1966 4.4414 -0.0347 197.0304 0.9676
1.8269 1.4700 0.0064 -0.4777 0.0300 0.5396 3.2969 1.4250 0.8047 0.0055 114.2904 33.7861 1.5180 0.1133 197.5105 -0.9782
1.7678 1.5535 0.0102 0.9026 0.0400 -0.1650 3.3213 1.4421 0.8788 0.0018 334.1397 6.3870 0.6072 -0.3305 139.7725 -0.6069
1.8171 1.4836 0.0156 0.3089 0.0225 0.9147 3.3007 1.4279 0.8165 0.0119 232.8485 518.9200 1.5367 -0.2130 187.9974 -0.8105
1.8142 1.5186 0.0107 0.8198 0.0494 0.8215 3.3328 1.4438 0.8371 0.0233 474.4803 478.9634 1.5688 -1.1245 135.5492 0.8471
1.6469 1.6389 0.0323 0.6643 0.0032 0.9830 3.2857 1.4302 0.9951 0.0123 1925.1274 754.4237 1.0880 -0.9462 180.4356 -0.9524
1.7387 1.6044 0.0066 -0.7502 0.0242 0.5039 3.3431 1.4538 0.9228 0.0033 154.8086 179.4382 3.8924 0.6050 102.0713 0.4007
1.8246 1.4968 0.0354 0.9514 0.0351 -0.7736 3.3214 1.4372 0.8203 0.0063 164.9756 924.7601 0.0681 -1.2667 155.4685 0.9615
1.8415 1.4883 0.0331 0.2827 0.0056 -0.0436 3.3298 1.4396 0.8082 0.0051 188.5721 27.0839 3.8668 0.7454 147.6392 -0.4712
1.6925 1.6371 0.0182 0.4604 0.0326 0.1539 3.3296 1.4491 0.9673 0.0067 76.8781 564.8052 1.4978 0.1249 117.1935 -0.7595
1.7093 1.5887 0.0101 0.3443 0.0063 0.1651 3.2980 1.4344 0.9295 0.0023 368.4239 208.2733 0.3038 -0.2113 165.6185 -0.9593
1.8363 1.5422 0.0053 0.8981 0.0325 0.7851 3.3786 1.4639 0.8398 0.0143 100.5088 551.3539 3.1927 0.4053 70.5379 -0.5152
1.7308 1.5422 0.0419 0.7895 0.0041 0.6177 3.2730 1.4218 0.8910 0.0187 417.7809 77.0285 1.0771 -0.5635 210.3503 0.9446
1.8755 1.4537 0.0104 -0.5454 0.0441 0.6330 3.3292 1.4351 0.7751 0.0090 5.9154 436.9313 1.5308 0.0410 163.0643 0.7586
1.8385 1.5489 0.0440 0.3330 0.0128 0.8435 3.3874 1.4680 0.8425 0.0129 166.0049 340.5179 0.9240 0.5182 57.1161 -0.2140
1.6692 1.5980 0.0231 0.5744 0.0246 0.2371 3.2673 1.4218 0.9573 0.0096 227.9219 190.8765 4.3695 0.2449 209.6566 0.9739
1.9117 1.4713 0.0431 0.9281 0.0199 -0.9421 3.3831 1.4575 0.7696 0.0145 1319.7683 414.2892 1.8611 -0.7441 89.8276 0.2177
1.7937 1.5003 0.0355 0.6413 0.0028 0.9536 3.2940 1.4270 0.8365 0.0136 188.3988 1234.6793 4.2549 0.3589 191.0984 0.7668
1.7124 1.6167 0.0268 0.6454 0.0151 -0.5802 3.3292 1.4484 0.9441 0.0046 11.9069 425.2526 4.7676 -0.3381 119.5736 0.9926
1.7090 1.6268 0.0455 0.7807 0.0332 0.0831 3.3358 1.4515 0.9519 0.0195 659.8414 756.1984 1.3790 -0.3059 110.4369 0.2158
1.7996 1.4967 0.0325 0.3109 0.0287 0.3814 3.2963 1.4275 0.8316 0.0105 1.7955 378.2341 3.6959 0.9957 189.4683 0.9866
1.7164 1.5602 0.0373 0.8153 0.0136 -0.4564 3.2766 1.4243 0.9090 0.0130 289.2769 1023.1314 4.6292 0.0487 200.9642 -0.9895
1.7136 1.5977 0.0122 0.2518 0.0365 0.8865 3.3113 1.4403 0.9324 0.0172 39.4027 719.2358 0.3461 -1.0155 147.4315 -0.9000
1.7704 1.5063 0.0076 0.3008 0.0206 0.4801 3.2768 1.4207 0.8508 0.0058 174.4118 243.2752 1.4466 -0.4099 212.2989 -0.9648
1.9218 1.4392 0.0115 0.8328 0.0156 0.3426 3.3610 1.4448 0.7489 0.0077 126.0471 1571.9373 5.1357 0.2289 130.3038 -0.7284
1.7247 1.6396 0.0493 0.4661 0.0201 0.2337 3.3643 1.4638 0.9507 0.0141 3.6758 1877.6475 3.2333 0.5269 70.7916 -0.3610
1.7344 1.5626 0.0320 0.8703 0.0039 0.6726 3.2970 1.4328 0.9009 0.0159 1398.4268 116.9159 0.2564 -0.9970 172.1498 -0.8293
1.7725 1.5338 0.0329 0.6349 0.0218 -0.4047 3.3063 1.4346 0.8653 0.0071 763.7839 138.6184 1.0674 0.1270 164.8079 -0.8403
1.8207 1.5220 0.0330 0.7893 0.0262 -0.7543 3.3427 1.4480 0.8360 0.0052 376.7951 2856.3188 1.5614 -0.0996 120.2145 -0.3255
1.8295 1.4585 0.0302 0.8414 0.0456 0.1311 3.2880 1.4202 0.7972 0.0168 234.9513 847.0381 3.9229 0.7970 214.7280 -0.8649
1.7600 1.5090 0.0278 0.2885 0.0217 0.4477 3.2691 1.4179 0.8574 0.0088 129.7388 1230.7223 3.9101 0.5907 222.5069 0.9477
1.9141 1.3888 0.0301 0.3837 0.0266 0.6702 3.3030 1.4158 0.7256 0.0142 145.0056 1859.5791 4.4131 0.5023 229.5458 -0.8438
1.7071 1.6007 0.0279 0.6185 0.0167 -0.3988 3.3078 1.4389 0.9377 0.0057 347.3334 315.6932 1.4129 -0.3557 150.6725 -0.5424
1.6783 1.6630 0.0381 -0.0905 0.0084 0.4722 3.3413 1.4544 0.9909 0.0002 350.4654 482.3587 4.9873 -0.2069 99.6149 -0.7248
1.6719 1.6225 0.0143 0.1889 0.0460 0.8266 3.2944 1.4338 0.9705 0.0201 524.4273 521.6288 3.7722 0.8708 169.1406 -0.8368
1.6901 1.6415 0.0380 -0.0049 0.0421 0.2771 3.3316 1.4500 0.9713 0.0057 347.2153 107.4582 1.7612 -0.8508 114.5044 0.2671
1.7045 1.5679 0.0426 0.6392 0.0312 0.4315 3.2725 1.4229 0.9199 0.0206 40.2512 838.1627 1.1450 -0.5430 206.1387 0.9561
1.8114 1.4831 0.0462 0.2742 0.0464 0.7254 3.2945 1.4254 0.8187 0.0221 598.3142 147.4757 3.7297 0.6412 197.5883 0.7270
1.6627 1.6193 0.0288 0.4869 0.0218 0.9371 3.2819 1.4284 0.9739 0.0172 163.1553 325.4241 1.4106 -0.1674 187.2725 0.9113
1.6758 1.5896 0.0295 0.2667 0.0174 0.5497 3.2653 1.4207 0.9486 0.0087 466.2548 374.3104 4.4301 0.1200 212.9899 0.9278
1.8106 1.5027 0.0237 -0.1560 0.0204 0.4886 3.3133 1.4347 0.8300 0.0025 46.3640 527.3519 3.6459 0.6483 163.9077 -0.8079
1.7235 1.5555 0.0085 -0.4094 0.0061 -0.6283 3.2789 1.4250 0.9025 -0.0036 300.6939 360.6452 1.3954 -0.6685 196.7986 -0.9478
1.8719 1.4746 0.0393 0.5597 0.0407 0.7437 3.3465 1.4443 0.7878 0.0256 379.0112 1502.6568 1.3200 -0.3396 133.8490 0.6805
1.8455 1.5134 0.0411 0.6498 0.0295 0.3721 3.3589 1.4535 0.8200 0.0196 167.6410 2854.4743 5.0012 -0.1877 103.9372 -0.7174
1.6946 1.6597 0.0183 0.9346 0.0122 0.9186 3.3543 1.4599 0.9794 0.0142 2779.7014 22.4951 5.8488 -1.0508 82.7009 0.4806
1.7943 1.5290 0.0276 0.5664 0.0192 0.3455 3.3233 1.4410 0.8521 0.0115 214.4444 234.7489 4.4242 -0.2105 143.9743 0.7785
1.7632 1.5329 0.0490 0.1785 0.0374 0.7315 3.2961 1.4305 0.8693 0.0174 144.8805 729.2732 3.8790 0.5970 179.6548 0.7726
1.8145 1.5117 0.0437 0.9061 0.0319 -0.9869 3.3262 1.4406 0.8332 0.0073 42.7498 728.3252 4.5061 -0.0043 144.7854 0.6979
1.7319 1.5600 0.0383 0.4715 0.0099 0.3897 3.2919 1.4305 0.9008 0.0113 120.7570 694.0622 4.3899 0.1185 179.3898 0.8763
1.6662 1.6618 0.0431 -0.1921 0.0394 0.9088 3.3280 1.4486 0.9973 0.0138 321.7234 335.9159 1.2121 -0.5071 120.0036 -0.1757
1.7624 1.5793 0.0303 0.5191 0.0416 0.4344 3.3417 1.4519 0.8961 0.0168 823.4351 1594.8027 4.0602 0.4804 109.1441 0.3339
1.9151 1.4777 0.0326 0.7002 0.0238 -0.4867 3.3928 1.4620 0.7716 0.0079 2.4072 444.5299 4.2143 1.0053 75.1356 0.0646
1.7553 1.5036 0.0335 0.1566 0.0280 0.5360 3.2589 1.4134 0.8566 0.0097 792.3687 1528.3100 1.5973 -0.2323 238.1102 -0.9711
1.6883 1.6837 0.0193 -0.7268 0.0492 0.6156 3.3720 1.4677 0.9973 0.0081 184.2748 256.8013 0.0199 -1.2588 57.9310 0.2836
1.6800 1.6614 0.0477 0.4055 0.0384 0.6153 3.3414 1.4544 0.9889 0.0215 3390.3563 991.9265 6.1287 -0.3968 100.9388 -0.8444
1.6557 1.6323 0.0454 -0.2124 0.0427 0.2770 3.2880 1.4312 0.9859 0.0010 586.5761 497.9467 1.4774 0.0558 176.2378 -0.7531
1.8131 1.4809 0.0319 0.5744 0.0232 -0.2011 3.2940 1.4250 0.8168 0.0080 377.9950 130.9955 0.5944 -0.7042 197.4507 0.8946
1.6685 1.5556 0.0197 0.8434 0.0008 0.4859 3.2240 1.4023 0.9323 0.0088 1191.4097 1608.3919 4.5233 0.0989 277.9012 -0.9580
1.6619 1.6167 0.0410 0.1840 0.0479 -0.2184 3.2786 1.4269 0.9728 -0.0013 410.6560 86.6813 4.2839 1.0231 190.8085 0.9372
1.9470 1.4070 0.0328 0.6069 0.0380 0.8281 3.3540 1.4371 0.7226 0.0248 260.3105 74.8245 3.8949 0.6312 157.3574 0.6920
1.6776 1.6101 0.0342 0.0576 0.0408 0.7453 3.2877 1.4307 0.9597 0.0159 366.6324 229.5415 3.9629 0.6511 179.7276 0.8834
1.7521 1.5941 0.0465 0.1970 0.0442 -0.5268 3.3462 1.4545 0.9098 -0.0063 251.5029 244.4490 1.5991 -0.6701 98.2793 -0.0811
1.6968 1.5973 0.0462 0.8369 0.0279 0.0855 3.2941 1.4331 0.9414 0.0211 362.6529 592.7600 3.8557 0.6112 171.6194 0.8437
1.6718 1.6353 0.0198 0.8482 0.0488 0.3347 3.3071 1.4394 0.9781 0.0166 173.9876 60.0084 0.2598 -1.2938 150.1620 0.8975
1.8050 1.5645 0.0093 -0.2146 0.0220 0.4504 3.3695 1.4622 0.8668 0.0035 344.9287 1098.2565 6.0825 -1.2026 74.6790 0.1751
1.8214 1.5246 0.0488 0.6242 0.0431 0.9346 3.3461 1.4496 0.8370 0.0349 583.5471 868.4924 0.5388 -0.8171 117.6886 -0.5620
1.6540 1.6312 0.0090 0.6847 0.0180 -0.2183 3.2852 1.4299 0.9862 0.0012 889.2666 1523.6858 3.7743 0.7013 180.3661 -0.8367
1.6871 1.6387 0.0225 0.5090 0.0462 0.4213 3.3258 1.4474 0.9713 0.0154 2480.6144 76.9144 4.2047 0.4165 123.2547 0.6105
1.6451 1.6378 0.0100 -0.4433 0.0077 0.8597 3.2828 1.4289 0.9956 0.0011 67.7006 754.1697 4.3989 0.1998 184.0345 0.7223
1.7970 1.5191 0.0018 -0.8624 0.0468 0.7848 3.3160 1.4373 0.8453 0.0160 676.7576 1154.6747 1.4284 0.1681 156.4993 0.9273
1.7854 1.4830 0.0371 0.1812 0.0083 0.9970 3.2683 1.4153 0.8306 0.0074 329.0003 357.7195 1.4327 -0.6360 231.8009 -0.8768
1.6686 1.6166 0.0382 0.7576 0.0021 0.2603 3.2852 1.4298 0.9688 0.0150 294.7948 978.4047 0.5534 -0.7163 182.4648 0.7758
1.6899 1.6035 0.0391 -0.2011 0.0465 0.2195 3.2934 1.4329 0.9489 0.0009 328.9297 98.7075 3.5085 0.9541 170.3806 0.9374
1.6838 1.5735 0.0023 0.7000 0.0295 0.7450 3.2573 1.4169 0.9345 0.0115 383.2528 166.7070 3.9454 0.8609 226.4123 0.9252
1.6922 1.6210 0.0206 0.5522 0.0188 0.4184 3.3132 1.4418 0.9580 0.0097 306.3067 838.4969 1.1446 -0.9801 141.6669 -0.6642
1.9261 1.4153 0.0329 0.7283 0.0424 0.9800 3.3414 1.4339 0.7348 0.0314 159.8602 359.8141 1.3797 -0.2933 168.5376 0.8093
1.7020 1.5915 0.0073 -0.6267 0.0340 0.4333 3.2935 1.4326 0.9351 0.0048 13.7653 393.0734 4.2523 0.3836 171.8928 0.6974
1.7914 1.5498 0.0457 0.6235 0.0305 0.3130 3.3411 1.4498 0.8651 0.0197 975.1867 2110.2437 4.8701 -0.4929 115.8281 -0.8593
1.7962 1.4735 0.0061 -0.9337 0.0441 0.7629 3.2697 1.4149 0.8203 0.0120 1789.4606 229.9412 4.9064 0.3953 233.3014 0.9206
1.6914 1.6170 0.0127 0.0286 0.0350 0.9687 3.3084 1.4396 0.9560 0.0168 694.9095 379.3340 1.4855 0.0190 149.1175 -0.5854
1.7041 1.6353 0.0379 0.3120 0.0392 0.4468 3.3394 1.4532 0.9596 0.0146 855.5375 97.0679 0.3470 -0.1734 104.3422 -0.6805
1.8705 1.4839 0.0241 0.9536 0.0230 0.7130 3.3545 1.4484 0.7933 0.0201 360.3894 122.3494 1.6956 0.0747 120.0300 -0.6840
1.7649 1.5741 0.0101 0.1366 0.0209 0.7403 3.3390 1.4505 0.8919 0.0080 105.1977 274.0722 3.6691 0.6553 112.7513 -0.4903
1.6804 1.6034 0.0102 -0.1095 0.0052 0.6011 3.2839 1.4289 0.9542 0.0010 127.8404 634.1377 3.7731 0.7753 184.3025 -0.9335
1.6452 1.6413 0.0220 0.4136 0.0052 -0.1379 3.2864 1.4305 0.9976 0.0042 151.8234 342.7950 4.3518 0.3666 179.3285 0.7900
1.7652 1.5123 0.0162 0.3040 0.0313 0.0497 3.2775 1.4215 0.8567 0.0034 266.2635 401.1796 4.3625 0.1400 209.5426 0.8278
1.6695 1.6258 0.0410 0.8288 0.0214 -0.5003 3.2953 1.4342 0.9739 0.0119 611.7875 264.9459 1.1654 -0.4970 167.1232 0.7184
1.7078 1.5683 0.0053 -0.0136 0.0272 0.6508 3.2761 1.4245 0.9183 0.0084 375.1666 660.0405 0.8298 -0.0965 200.1376 0.8328
2.0277 1.3629 0.0496 0.9612 0.0307 0.7702 3.3906 1.4415 0.6721 0.0380 157.8658 834.1952 0.6392 -1.2194 142.9844 -0.7532
1.6466 1.6400 0.0089 -0.4905 0.0084 0.1807 3.2866 1.4306 0.9960 -0.0014 158.9168 286.8290 0.9929 -0.6821 178.2094 0.8030
1.6985 1.6306 0.0334 0.8520 0.0247 -0.4212 3.3291 1.4487 0.9600 0.0094 1332.0481 166.3376 2.2693 1.4126 118.5605 -0.9208
1.7043 1.5545 0.0224 0.1225 0.0359 0.3292 3.2589 1.4167 0.9121 0.0071 1430.9657 800.0678 4.2878 0.5361 226.9641 0.9924
1.8752 1.4266 0.0346 0.9203 0.0418 0.3423 3.3018 1.4212 0.7607 0.0243 21.6804 914.4662 1.0246 -0.5245 211.6148 0.9525
1.6782 1.6225 0.0342 0.6747 0.0415 0.6310 3.3008 1.4365 0.9668 0.0246 749.8212 1399.7267 4.4017 -0.1957 160.4671 0.9089
1.6817 1.6207 0.0381 0.9834 0.0483 -0.4362 3.3024 1.4371 0.9638 0.0088 691.9714 62.2264 3.3860 0.7697 156.5975 0.9659
1.6828 1.6264 0.0425 0.4625 0.0109 0.2629 3.3092 1.4402 0.9665 0.0114 583.3955 139.5807 3.3770 0.5925 147.2000 -0.9511
1.7380 1.5517 0.0334 0.9860 0.0097 -0.3094 3.2897 1.4292 0.8928 0.0160 140.5237 1449.6911 4.8682 0.4043 184.5400 0.8430
1.7579 1.5775 0.0100 0.8049 0.0420 0.3082 3.3355 1.4493 0.8974 0.0104 403.4629 194.2824 1.5015 -0.2591 116.7029 -0.5829
1.6452 1.6354 0.0035 -0.6172 0.0443 0.7077 3.2806 1.4280 0.9940 0.0145 2309.5748 597.9052 4.4135 -0.0514 188.3076 0.9318
1.6775 1.6162 0.0246 0.8891 0.0365 -0.0939 3.2937 1.4334 0.9635 0.0095 281.2965 1091.6736 4.3621 0.1929 169.5764 0.7829
1.7959 1.5484 0.0220 0.8196 0.0333 0.2848 3.3443 1.4509 0.8622 0.0141 861.9060 1073.9685 1.2227 -0.7221 111.4560 -0.1971
1.7527 1.5532 0.0093 -0.5296 0.0074 0.1246 3.3059 1.4358 0.8861 -0.0022 609.6831 57.1991 1.2368 -1.2330 160.3385 0.9519
1.7867 1.5639 0.0210 0.6555 0.0191 0.3160 3.3506 1.4545 0.8753 0.0101 43.8526 2365.3034 3.5602 0.5757 99.3437 -0.0724
1.7988 1.5157 0.0449 0.6839 0.0127 -0.3233 3.3146 1.4364 0.8426 0.0148 658.1906 1830.9195 4.2671 0.4381 159.6159 0.7094
